user_id,username,follower_count,following_count,account_created,verified
user_00110,user_110_best,12,279,2023-03-04,False
user_00111,user_111_awesome,758,111,2021-05-30,False
user_00112,user_112_fun,88,207,2022-08-08,False
user_00113,user_113_fun,96,95,2021-06-30,False
user_00114,user_114_fun,16,291,2021-12-07,False
user_00115,user_115_fun,14,110,2022-09-02,True
user_00116,user_116_awesome,324,240,2021-11-03,False
user_00117,user_117_best,774,169,2023-06-02,False
user_00118,user_118_cool,171,169,2021-05-25,False
user_00119,user_119_great,1310,290,2023-10-30,False
user_00120,user_120_fun,226,120,2023-07-07,False
user_00121,user_121_fun,275,258,2023-11-08,False
user_00122,user_122_cool,69,264,2020-07-26,False
user_00123,user_123_fun,163,82,2021-01-03,False
user_00124,user_124_cool,4299,161,2022-10-08,False
user_00125,user_125_great,112,334,2022-06-13,False
user_00126,user_126_best,592,210,2022-03-16,False
user_00127,user_127_cool,72,69,2023-07-31,False
user_00128,user_128_best,30,173,2023-01-15,False
user_00129,user_129_fun,131,166,2022-09-13,False
user_00130,user_130_fun,38,139,2022-10-30,False
user_00131,user_131_cool,392,281,2022-06-14,False
user_00132,user_132_cool,94,198,2021-05-30,False
user_00133,user_133_cool,49,181,2020-03-27,False
user_00134,user_134_awesome,37,99,2020-11-23,False
user_00135,user_135_awesome,2,245,2021-06-16,False
user_00136,user_136_awesome,787,131,2022-06-08,False
user_00137,user_137_awesome,223,340,2020-02-02,False
user_00138,user_138_best,21,231,2022-12-01,False
user_00139,user_139_cool,289,201,2020-09-23,False
user_00140,user_140_fun,242,205,2021-08-07,False
user_00141,user_141_great,213,271,2023-01-24,False
user_00142,user_142_cool,661,248,2022-05-16,False
user_00143,user_143_great,0,157,2020-02-08,False
user_00144,user_144_great,10129,153,2020-06-24,False
user_00145,user_145_fun,85,398,2022-12-29,False
user_00146,user_146_fun,5,176,2022-08-26,False
user_00147,user_147_great,128,104,2020-02-02,False
user_00148,user_148_cool,284,200,2021-08-20,False
user_00149,user_149_awesome,93,236,2023-05-31,False
user_00150,user_150_best,347,274,2023-03-10,False
user_00151,user_151_best,1159,278,2023-10-27,False
user_00152,user_152_awesome,110,46,2023-06-10,False
user_00153,user_153_awesome,28,220,2021-05-16,False
user_00154,user_154_best,463,50,2023-03-21,False
user_00155,user_155_fun,58,193,2023-09-09,False
user_00156,user_156_best,60,411,2021-07-17,False
user_00157,user_157_fun,36,-57,2022-02-11,False
user_00158,user_158_best,100,99,2021-09-11,False
user_00159,user_159_fun,52,84,2020-12-31,False
user_00160,user_160_fun,63,136,2020-08-19,False
user_00161,user_161_best,115,334,2020-05-12,False
user_00162,user_162_awesome,107,50,2022-11-07,False
user_00163,user_163_awesome,190,39,2022-01-03,False
user_00164,user_164_awesome,242,353,2021-02-07,False
user_00165,user_165_great,271,333,2021-12-08,False
user_00166,user_166_fun,191,222,2021-09-19,False
user_00167,user_167_best,32,114,2022-11-27,False
user_00168,user_168_awesome,4,288,2021-07-18,False
user_00169,user_169_cool,45,154,2020-08-27,False
user_00170,user_170_cool,3,208,2021-05-27,False
user_00171,user_171_fun,0,198,2021-05-28,False
user_00172,user_172_awesome,958,155,2022-04-27,False
user_00173,user_173_best,116,237,2022-01-31,False
user_00174,user_174_fun,5,-11,2021-01-20,False
user_00175,user_175_fun,221,219,2020-04-04,False
user_00176,user_176_awesome,944,232,2021-06-28,False
user_00177,user_177_fun,5539,56,2021-05-05,False
user_00178,user_178_awesome,536,-61,2023-05-28,False
user_00179,user_179_awesome,172,261,2023-11-24,False
user_00180,user_180_cool,21,148,2022-05-18,False
user_00181,user_181_cool,121,81,2022-09-06,False
user_00182,user_182_fun,30,250,2023-05-17,False
user_00183,user_183_great,31,184,2020-07-05,False
user_00184,user_184_fun,557,167,2022-09-21,False
user_00185,user_185_fun,61,240,2020-07-06,False
user_00186,user_186_awesome,298,196,2023-06-06,False
user_00187,user_187_great,24,131,2020-12-30,False
user_00188,user_188_best,73,356,2022-10-01,False
user_00189,user_189_best,28,95,2023-04-11,False
user_00190,user_190_fun,110,480,2023-01-10,False
user_00191,user_191_great,64,184,2023-01-17,False
user_00192,user_192_great,7707,241,2022-08-11,False
user_00193,user_193_fun,99,396,2023-04-05,False
user_00194,user_194_awesome,150,130,2023-02-05,False
user_00195,user_195_best,1994,23,2021-05-24,False
user_00196,user_196_best,201,268,2022-04-04,False
user_00197,user_197_great,250,136,2023-12-17,False
user_00198,user_198_awesome,57,182,2020-04-08,False
user_00199,user_199_great,46,219,2020-12-02,True
user_00200,user_200_awesome,31,232,2021-08-25,False
user_00201,user_201_fun,106,163,2020-11-06,False
user_00202,user_202_best,225,17,2020-05-21,False
user_00203,user_203_awesome,264,332,2021-03-30,True
user_00204,user_204_great,90,121,2020-05-13,False
user_00205,user_205_fun,104,92,2021-01-02,False
user_00206,user_206_fun,8,123,2022-08-05,False
user_00207,user_207_best,1895,179,2022-06-03,False
user_00208,user_208_great,30,337,2021-07-06,True
user_00209,user_209_fun,320,66,2023-03-13,False
user_00210,user_210_cool,1,345,2021-05-12,False
user_00211,user_211_best,21,164,2021-06-10,False
user_00212,user_212_best,4,250,2021-11-29,False
user_00213,user_213_awesome,149,206,2022-12-10,False
user_00214,user_214_awesome,216,5,2021-02-19,False
user_00215,user_215_cool,157,188,2020-11-29,False
user_00216,user_216_best,56,244,2023-03-25,False
user_00217,user_217_best,245,447,2020-04-07,False
user_00218,user_218_best,167,283,2022-03-30,False
user_00219,user_219_cool,93,306,2023-03-09,False
user_00220,user_220_best,276,189,2023-12-31,False
user_00221,user_221_cool,233,105,2022-06-02,False
user_00222,user_222_great,4,294,2022-10-31,False
user_00223,user_223_awesome,96,201,2022-07-05,False
user_00224,user_224_great,23,205,2023-10-27,False
user_00225,user_225_awesome,88,97,2023-07-10,False
user_00226,user_226_best,43,377,2022-05-13,False
user_00227,user_227_great,6107,126,2023-07-25,False
user_00228,user_228_cool,68,256,2020-03-11,False
user_00229,user_229_cool,631,190,2020-09-21,False
user_00230,user_230_best,29,251,2020-12-13,False
user_00231,user_231_best,21,31,2022-04-04,False
user_00232,user_232_great,128,376,2022-11-27,False
user_00233,user_233_fun,224,198,2020-05-09,False
user_00234,user_234_fun,151,201,2022-01-28,False
user_00235,user_235_fun,19,178,2023-05-30,False
user_00236,user_236_great,6240,440,2023-06-12,False
user_00237,user_237_best,158,251,2020-12-13,False
user_00238,user_238_fun,30,337,2023-11-08,False
user_00239,user_239_great,75,232,2021-08-19,False
user_00240,user_240_awesome,260,169,2022-02-24,False
user_00241,user_241_cool,143,320,2021-09-06,False
user_00242,user_242_best,29,183,2021-12-14,False
user_00243,user_243_great,272,181,2022-07-27,False
user_00244,user_244_cool,87,199,2023-11-08,False
user_00245,user_245_cool,19660,148,2020-08-28,False
user_00246,user_246_fun,62,383,2021-03-14,False
user_00247,user_247_great,1050,237,2020-07-31,False
user_00248,user_248_fun,507,269,2022-01-27,True
user_00249,user_249_best,4159,278,2021-05-14,False
user_00250,user_250_cool,297,127,2022-02-15,False
user_00251,user_251_great,72,207,2022-12-14,False
user_00252,user_252_great,276,238,2022-01-05,False
user_00253,user_253_cool,381,269,2023-03-30,False
user_00254,user_254_awesome,4,325,2023-03-24,False
user_00255,user_255_awesome,165,253,2020-07-16,False
user_00256,user_256_best,53,229,2022-11-11,False
user_00257,user_257_great,8,284,2020-06-12,False
user_00258,user_258_cool,63,292,2021-09-02,False
user_00259,user_259_best,14922,405,2021-01-02,True
user_00260,user_260_great,74,181,2023-09-15,False
user_00261,user_261_fun,687,158,2021-07-27,False
user_00262,user_262_great,529,231,2023-03-07,False
user_00263,user_263_awesome,203,306,2020-07-10,False
user_00264,user_264_best,10,197,2021-10-27,False
user_00265,user_265_awesome,9,9,2023-01-09,False
user_00266,user_266_fun,63,143,2023-01-02,False
user_00267,user_267_fun,88,122,2023-12-26,False
user_00268,user_268_cool,155,244,2023-07-12,False
user_00269,user_269_cool,68,215,2020-07-22,False
user_00270,user_270_awesome,143,146,2023-11-30,False
user_00271,user_271_cool,172,137,2023-12-28,False
user_00272,user_272_fun,123,355,2022-09-02,False
user_00273,user_273_awesome,135,182,2023-01-31,False
user_00274,user_274_great,20,310,2023-04-20,False
user_00275,user_275_awesome,88,132,2021-12-22,False
user_00276,user_276_best,78,359,2022-12-02,False
user_00277,user_277_great,8,114,2020-04-19,False
user_00278,user_278_cool,34,284,2022-12-02,False
user_00279,user_279_best,37,128,2020-11-27,False
user_00280,user_280_best,333,248,2023-11-28,False
user_00281,user_281_fun,1,235,2022-09-18,False
user_00282,user_282_great,36,116,2023-03-14,False
user_00283,user_283_great,46,116,2021-10-21,False
user_00284,user_284_cool,7,140,2020-06-08,False
user_00285,user_285_great,247,351,2023-10-07,False
user_00286,user_286_cool,32,282,2020-11-19,False
user_00287,user_287_great,345,268,2022-08-21,False
user_00288,user_288_great,55,220,2022-07-12,False
user_00289,user_289_great,77,111,2023-09-27,False
user_00290,user_290_cool,753,511,2023-05-04,False
user_00291,user_291_fun,11,360,2020-11-22,False
user_00292,user_292_best,16,128,2021-05-23,False
user_00293,user_293_fun,81,330,2023-04-21,False
user_00294,user_294_great,43,99,2021-04-20,False
user_00295,user_295_great,89,254,2020-11-18,False
user_00296,user_296_cool,68,189,2023-07-06,True
user_00297,user_297_best,136,188,2021-12-20,False
user_00298,user_298_cool,34,383,2023-01-11,False
user_00299,user_299_awesome,56,217,2021-07-13,False
user_00300,user_300_great,35,153,2023-04-08,False
user_00301,user_301_cool,8,130,2023-01-11,False
user_00302,user_302_best,224,280,2022-11-07,False
user_00303,user_303_fun,28,81,2022-01-10,False
user_00304,user_304_cool,130,174,2022-02-01,False
user_00305,user_305_fun,11,215,2021-11-11,False
user_00306,user_306_great,630,22,2022-06-15,False
user_00307,user_307_best,20,100,2023-05-27,False
user_00308,user_308_great,9,188,2021-04-07,False
user_00309,user_309_fun,199,152,2022-09-02,False
user_00310,user_310_cool,321,156,2023-03-16,False
user_00311,user_311_best,119,238,2022-08-12,False
user_00312,user_312_great,178,453,2020-02-26,False
user_00313,user_313_awesome,533,159,2022-01-11,False
user_00314,user_314_awesome,93,281,2023-04-16,False
user_00315,user_315_awesome,53,63,2021-11-27,False
user_00316,user_316_fun,473,104,2022-07-09,False
user_00317,user_317_fun,114,179,2023-08-18,False
user_00318,user_318_fun,286,238,2021-01-06,False
user_00319,user_319_cool,92,240,2021-09-25,False
user_00320,user_320_great,71,333,2021-03-26,False
user_00321,user_321_cool,26,283,2021-08-29,False
user_00322,user_322_fun,4,242,2022-07-05,False
user_00323,user_323_fun,40,259,2023-04-09,False
user_00324,user_324_awesome,53,64,2022-07-02,False
user_00325,user_325_cool,114,147,2023-05-01,False
user_00326,user_326_cool,90,151,2022-04-18,False
user_00327,user_327_great,177,313,2023-04-12,False
user_00328,user_328_awesome,12,333,2020-01-10,False
user_00329,user_329_fun,20,270,2021-10-23,False
user_00330,user_330_cool,96,199,2020-02-17,False
user_00331,user_331_great,22,122,2023-01-04,False
user_00332,user_332_great,545,134,2021-11-30,False
user_00333,user_333_best,25627,272,2023-03-07,False
user_00334,user_334_great,14,-67,2020-05-17,False
user_00335,user_335_best,724,33,2020-10-05,False
user_00336,user_336_best,581,295,2021-08-22,False
user_00337,user_337_cool,47,294,2021-04-06,False
user_00338,user_338_best,176,177,2021-03-29,False
user_00339,user_339_great,104,159,2023-11-11,False
user_00340,user_340_fun,165,276,2021-09-26,False
user_00341,user_341_fun,4693,236,2023-03-26,False
user_00342,user_342_best,207,-5,2021-08-27,False
user_00343,user_343_great,22,227,2022-06-11,False
user_00344,user_344_awesome,80,81,2022-09-08,True
user_00345,user_345_awesome,4,156,2020-04-11,False
user_00346,user_346_cool,1775,65,2023-12-26,False
user_00347,user_347_cool,18,128,2020-01-18,False
user_00348,user_348_best,164,189,2022-04-01,False
user_00349,user_349_best,105,284,2023-08-12,False
user_00350,user_350_fun,0,232,2021-11-27,False
user_00351,user_351_best,35,216,2023-06-26,False
user_00352,user_352_awesome,5,160,2023-02-23,False
user_00353,user_353_best,9,374,2021-07-06,False
user_00354,user_354_awesome,213,235,2022-04-11,False
user_00355,user_355_cool,335,189,2020-04-16,False
user_00356,user_356_fun,17,321,2022-06-23,False
user_00357,user_357_fun,0,311,2023-02-11,False
user_00358,user_358_best,4415,136,2020-10-17,False
user_00359,user_359_cool,57,197,2022-08-07,False
user_00360,user_360_great,249,144,2020-07-08,False
user_00361,user_361_fun,818,106,2022-09-18,False
user_00362,user_362_awesome,241,104,2023-08-08,False
user_00363,user_363_fun,254,227,2021-09-19,False
user_00364,user_364_fun,57,224,2021-01-17,False
user_00365,user_365_great,35,408,2020-01-29,True
user_00366,user_366_great,248,460,2022-06-11,False
user_00367,user_367_best,78,144,2020-07-28,False
user_00368,user_368_cool,1531,204,2021-03-14,False
user_00369,user_369_great,224,17,2020-08-22,False
user_00370,user_370_fun,693,157,2020-01-14,False
user_00371,user_371_cool,45,62,2021-03-25,False
user_00372,user_372_fun,124,130,2020-09-08,False
user_00373,user_373_awesome,125,287,2021-05-15,False
user_00374,user_374_fun,1882,152,2021-04-03,False
user_00375,user_375_awesome,426,92,2023-04-05,False
user_00376,user_376_best,15,170,2020-06-27,False
user_00377,user_377_great,91,157,2021-04-26,False
user_00378,user_378_great,6,285,2020-05-15,False
user_00379,user_379_best,264,9,2022-11-26,False
user_00380,user_380_fun,1,309,2020-03-05,False
user_00381,user_381_great,74,165,2023-04-14,False
user_00382,user_382_best,0,348,2023-01-29,False
user_00383,user_383_awesome,137,91,2020-06-27,False
user_00384,user_384_great,53,246,2020-11-07,False
user_00385,user_385_fun,879,122,2020-11-15,False
user_00386,user_386_awesome,4,209,2021-08-28,False
user_00387,user_387_cool,535,117,2020-02-29,False
user_00388,user_388_great,21,216,2022-05-05,False
user_00389,user_389_awesome,5,306,2020-10-13,False
user_00390,user_390_fun,276,208,2023-08-24,False
user_00391,user_391_fun,961,536,2020-11-21,False
user_00392,user_392_awesome,537,310,2022-02-24,False
user_00393,user_393_fun,118,233,2020-02-20,False
user_00394,user_394_awesome,1684,316,2023-03-25,False
user_00395,user_395_fun,94,368,2022-03-11,False
user_00396,user_396_best,246,196,2023-03-12,False
user_00397,user_397_awesome,367,216,2023-06-29,False
user_00398,user_398_best,57,352,2021-08-13,False
user_00399,user_399_best,71,45,2021-01-19,False
user_00400,user_400_great,404,226,2022-06-03,True
user_00401,user_401_awesome,30,217,2022-11-15,False
user_00402,user_402_fun,83,327,2020-10-13,False
user_00403,user_403_fun,571,123,2023-05-23,False
user_00404,user_404_awesome,67,337,2021-10-21,False
user_00405,user_405_cool,172,139,2020-11-14,False
user_00406,user_406_cool,1,120,2020-10-21,False
user_00407,user_407_awesome,5161,163,2022-01-07,False
user_00408,user_408_awesome,130,216,2022-04-02,False
user_00409,user_409_awesome,205,17,2022-09-29,False
user_00410,user_410_awesome,90,219,2020-05-05,False
user_00411,user_411_best,739,159,2022-04-01,False
user_00412,user_412_great,248,157,2023-07-10,False
user_00413,user_413_fun,1815,172,2023-08-13,False
user_00414,user_414_best,95,170,2022-02-09,False
user_00415,user_415_best,76,265,2022-08-05,False
user_00416,user_416_best,86,178,2023-11-14,True
user_00417,user_417_cool,141,171,2020-11-25,False
user_00418,user_418_best,1,280,2023-06-05,False
user_00419,user_419_best,101,103,2022-06-28,False
user_00420,user_420_awesome,364,297,2021-06-14,False
user_00421,user_421_fun,11,120,2023-05-05,False
user_00422,user_422_fun,285,149,2022-11-12,False
user_00423,user_423_cool,500,193,2022-06-03,False
user_00424,user_424_awesome,317,179,2020-08-07,False
user_00425,user_425_best,160,290,2020-12-29,False
user_00426,user_426_fun,14,129,2020-11-18,False
user_00427,user_427_best,41,196,2020-08-09,False
user_00428,user_428_best,84,190,2021-12-29,False
user_00429,user_429_fun,2380,206,2020-09-29,True
user_00430,user_430_great,6,125,2022-06-09,False
user_00431,user_431_fun,24,203,2022-03-31,False
user_00432,user_432_fun,44,30,2023-01-07,False
user_00433,user_433_best,1611,50,2023-03-26,False
user_00434,user_434_great,10,248,2021-07-16,False
user_00435,user_435_awesome,19,177,2023-05-24,False
user_00436,user_436_awesome,5007,210,2021-03-23,False
user_00437,user_437_awesome,334,108,2021-03-20,False
user_00438,user_438_great,1210,121,2022-03-30,False
user_00439,user_439_fun,98,303,2023-06-23,False
user_00440,user_440_fun,530,326,2022-05-08,False
user_00441,user_441_fun,499,113,2023-10-30,False
user_00442,user_442_best,19,137,2022-08-07,False
user_00443,user_443_cool,36,277,2020-11-21,False
user_00444,user_444_awesome,21,341,2020-01-29,False
user_00445,user_445_best,115,209,2020-01-02,False
user_00446,user_446_great,74,254,2020-07-07,False
user_00447,user_447_best,894,261,2020-04-10,False
user_00448,user_448_great,4,246,2020-01-10,False
user_00449,user_449_cool,10,152,2021-09-23,False
user_00450,user_450_awesome,4,179,2023-03-17,False
user_00451,user_451_great,446,223,2023-11-23,False
user_00452,user_452_cool,247,111,2021-08-15,False
user_00453,user_453_fun,1105,93,2022-09-11,False
user_00454,user_454_cool,18,12,2022-11-13,False
user_00455,user_455_best,3,299,2023-08-05,False
user_00456,user_456_cool,204,74,2020-08-08,False
user_00457,user_457_fun,42,237,2023-04-17,False
user_00458,user_458_best,357,73,2022-07-05,False
user_00459,user_459_great,61,413,2022-02-04,False
user_00460,user_460_fun,10,332,2020-11-20,False
user_00461,user_461_fun,156,190,2023-04-01,False
user_00462,user_462_cool,45,202,2023-01-26,False
user_00463,user_463_cool,278,120,2023-11-02,False
user_00464,user_464_fun,7,345,2021-08-02,False
user_00465,user_465_best,47,318,2021-01-06,False
user_00466,user_466_great,88,29,2021-10-31,False
user_00467,user_467_great,71,341,2023-06-19,False
user_00468,user_468_awesome,411,329,2022-01-11,False
user_00469,user_469_cool,733,249,2021-07-01,False
user_00470,user_470_best,103,134,2021-08-17,False
user_00471,user_471_best,56,205,2020-01-12,False
user_00472,user_472_fun,422,170,2022-01-02,False
user_00473,user_473_best,18,10,2022-01-07,False
user_00474,user_474_great,55,125,2021-04-29,False
user_00475,user_475_fun,1176,175,2022-04-14,False
user_00476,user_476_best,6,173,2021-03-10,False
user_00477,user_477_great,831,295,2023-11-11,False
user_00478,user_478_cool,182,260,2021-10-07,False
user_00479,user_479_best,22,86,2021-04-19,False
user_00480,user_480_fun,829,219,2021-04-06,False
user_00481,user_481_great,142,363,2023-09-29,True
user_00482,user_482_fun,14,100,2023-09-17,False
user_00483,user_483_awesome,128,272,2023-10-02,False
user_00484,user_484_awesome,223,254,2023-07-18,False
user_00485,user_485_awesome,15,63,2022-11-08,False
user_00486,user_486_fun,24,144,2021-12-08,False
user_00487,user_487_fun,15,269,2020-08-01,False
user_00488,user_488_best,382,190,2021-10-04,False
user_00489,user_489_cool,120,303,2022-04-24,False
user_00490,user_490_fun,50,114,2020-03-08,False
user_00491,user_491_great,447,244,2023-04-25,False
user_00492,user_492_cool,50,105,2020-06-30,False
user_00493,user_493_awesome,151,203,2021-03-30,False
user_00494,user_494_awesome,3757,82,2022-02-06,False
user_00495,user_495_great,79,260,2022-08-20,False
user_00496,user_496_great,96,221,2021-04-06,False
user_00497,user_497_great,8,182,2020-03-06,False
user_00498,user_498_fun,2,396,2021-03-17,False
user_00499,user_499_great,224,306,2021-03-31,False
user_00500,user_500_fun,6266,120,2023-11-29,False
user_00501,user_501_awesome,58,328,2023-04-05,False
user_00502,user_502_cool,17,345,2022-02-25,False
user_00503,user_503_best,95,226,2020-08-25,False
user_00504,user_504_fun,47,-31,2023-10-02,False
user_00505,user_505_great,52,202,2023-10-03,False
user_00506,user_506_fun,72,193,2023-06-10,False
user_00507,user_507_great,100,127,2021-04-20,False
user_00508,user_508_cool,176,29,2020-08-16,False
user_00509,user_509_great,25,120,2021-06-04,False
user_00510,user_510_great,7,253,2022-05-26,False
user_00511,user_511_fun,27,272,2022-07-31,False
user_00512,user_512_fun,117,51,2023-12-04,False
user_00513,user_513_awesome,22,264,2020-01-04,False
user_00514,user_514_fun,220,188,2020-04-29,False
user_00515,user_515_best,464,180,2022-10-15,False
user_00516,user_516_best,59,504,2023-01-08,False
user_00517,user_517_best,78,268,2021-01-07,False
user_00518,user_518_fun,32,246,2023-01-31,False
user_00519,user_519_fun,25,346,2023-08-25,False
user_00520,user_520_best,46,243,2020-07-05,False
user_00521,user_521_awesome,60,183,2023-11-03,False
user_00522,user_522_best,46,4,2023-03-17,False
user_00523,user_523_cool,286,194,2023-06-12,True
user_00524,user_524_cool,155,294,2021-01-19,False
user_00525,user_525_cool,75,124,2021-09-23,False
user_00526,user_526_great,3,105,2020-04-07,False
user_00527,user_527_great,301,83,2022-06-15,False
user_00528,user_528_best,89,200,2023-10-08,False
user_00529,user_529_great,102,295,2023-06-18,False
user_00530,user_530_great,157,89,2023-11-15,False
user_00531,user_531_awesome,287,217,2023-08-05,False
user_00532,user_532_great,337,256,2022-11-22,False
user_00533,user_533_best,1971,147,2022-07-10,False
user_00534,user_534_fun,50,199,2022-11-30,False
user_00535,user_535_cool,239,332,2021-05-07,False
user_00536,user_536_best,171,124,2020-09-03,False
user_00537,user_537_cool,221,287,2020-08-10,False
user_00538,user_538_awesome,36,193,2022-01-07,False
user_00539,user_539_fun,321,29,2023-12-12,False
user_00540,user_540_awesome,132,234,2023-08-19,False
user_00541,user_541_awesome,332,101,2021-11-28,False
user_00542,user_542_awesome,546,126,2021-11-16,False
user_00543,user_543_fun,228,175,2022-07-09,False
user_00544,user_544_best,41,276,2022-10-24,False
user_00545,user_545_awesome,14,395,2020-05-09,False
user_00546,user_546_best,71,195,2022-04-06,False
user_00547,user_547_cool,29,163,2023-05-09,False
user_00548,user_548_best,286,303,2022-03-30,False
user_00549,user_549_fun,1,292,2022-07-26,False
user_00550,user_550_cool,5,276,2023-10-31,False
user_00551,user_551_cool,27,-28,2020-05-13,False
user_00552,user_552_fun,1326,230,2021-12-08,False
user_00553,user_553_great,700,166,2020-08-13,False
user_00554,user_554_fun,1277,289,2023-07-25,False
user_00555,user_555_fun,31,167,2022-01-09,True
user_00556,user_556_great,101,293,2022-06-12,False
user_00557,user_557_awesome,45,43,2021-01-21,False
user_00558,user_558_fun,138,-57,2021-10-17,False
user_00559,user_559_best,35,192,2023-07-27,False
user_00560,user_560_awesome,36,182,2022-03-26,False
