product_id,name,category,subcategory,brand,price,rating,review_count,in_stock,stock_quantity,weight_kg,dimensions_cm,launch_date,supplier_id,warranty_months,is_featured,discount_percent
PROD_000016,Pixel Phone Max,Electronics,Smartphones,Samsung,627.44,4.4,6441,False,45,18.42,30x6x8,2023-01-24,SUP_057,6,False,0
PROD_000017,iPhone Pro Pro,Electronics,Smartphones,Sony,1802.76,4.8,1850,True,0,5.35,26x12x18,2023-03-08,SUP_055,12,False,0
PROD_000018,OnePlus Device Standard,Electronics,Smartphones,Apple,60.31,3.7,334,True,685,9.31,40x31x17,2023-08-17,SUP_029,6,False,0
PROD_000019,OnePlus Device Standard,Electronics,Smartphones,Apple,295.78,3.8,1740,True,56,6.07,15x48x24,2022-08-16,SUP_090,6,False,0
PROD_000020,OnePlus Device Standard,Electronics,Smartphones,Bose,527.01,3.9,168,True,487,7.77,7x16x19,2023-02-24,SUP_135,24,True,10
PROD_000021,OnePlus Device Plus,Electronics,Smartphones,Sony,50.0,4.7,2226,False,519,5.65,27x18x13,2022-05-19,SUP_104,6,False,5
PROD_000022,iPhone Pro Elite,Electronics,Smartphones,Bose,87.93,4.8,508,False,652,17.08,11x42x26,2021-03-03,SUP_030,36,False,0
PROD_000023,iPhone Pro Standard,Electronics,Smartphones,Sony,1319.22,3.2,1105,True,0,18.85,32x38x10,2023-10-14,SUP_032,24,False,0
PROD_000024,OnePlus Device Plus,Electronics,Smartphones,Bose,146.22,4.8,5417,False,337,13.84,43x26x25,2021-02-26,SUP_197,12,False,10
PROD_000025,iPhone Pro Max,Electronics,Smartphones,Dell,329.42,4.5,1076,True,564,14.73,37x9x30,2024-10-25,SUP_192,6,False,5
PROD_000026,Galaxy Note Elite,Electronics,Smartphones,Bose,66.16,4.4,444,False,0,13.03,44x43x7,2022-03-01,SUP_068,24,False,15
PROD_000027,iPhone Pro Plus,Electronics,Smartphones,Canon,278.8,4.3,1287,True,0,10.75,32x12x26,2024-08-14,SUP_180,36,True,0
PROD_000028,OnePlus Device Max,Electronics,Smartphones,Apple,114.06,4.6,2516,False,369,19.73,20x13x27,2022-08-03,SUP_107,12,True,0
PROD_000029,Galaxy Note Plus,Electronics,Smartphones,Dell,131.14,4.3,2080,False,888,15.21,35x31x7,2023-02-23,SUP_061,12,False,0
PROD_000030,iPhone Pro Max,Electronics,Smartphones,Dell,872.19,4.4,4120,False,381,7.31,43x22x30,2022-08-30,SUP_125,6,False,25
PROD_000031,OnePlus Device Standard,Electronics,Smartphones,Apple,142.35,4.3,941,False,15,17.36,42x30x28,2023-01-29,SUP_086,36,False,0
PROD_000032,Pixel Phone Elite,Electronics,Smartphones,Bose,76.69,,4442,False,769,13.48,49x32x6,2023-05-21,SUP_121,24,False,0
PROD_000033,iPhone Pro Max,Electronics,Smartphones,Samsung,590.77,3.9,1134,False,436,9.5,47x27x25,2021-02-27,SUP_065,36,False,0
PROD_000034,Pixel Phone Elite,Electronics,Smartphones,Apple,538.65,4.2,4512,True,584,8.9,23x43x5,2022-12-19,SUP_160,6,False,5
PROD_000035,Galaxy Note Pro,Electronics,Smartphones,Dell,205.52,4.2,993,True,314,0.11,38x28x4,2021-06-30,SUP_138,6,False,0
PROD_000036,OnePlus Device Elite,Electronics,Smartphones,Samsung,212.56,4.4,651,False,579,15.18,33x9x12,2023-10-15,SUP_200,24,False,0
PROD_000037,iPhone Pro Pro,Electronics,Smartphones,Bose,817.45,3.8,452,False,466,17.65,46x32x2,2021-02-14,SUP_136,24,False,0
PROD_000038,Pixel Phone Elite,Electronics,Smartphones,Canon,332.62,4.0,3241,True,656,18.57,43x8x11,2023-01-19,SUP_191,6,False,15
PROD_000039,Pixel Phone Pro,Electronics,Smartphones,Sony,189.52,3.6,267,True,267,11.95,7x49x4,2023-04-18,SUP_078,36,False,0
PROD_000040,iPhone Pro Max,Electronics,Smartphones,Dell,192.06,4.1,4203,True,562,7.05,,2021-09-29,SUP_115,6,False,0
PROD_000041,Galaxy Note Elite,Electronics,Smartphones,HP,238.01,3.1,784,True,862,10.54,37x49x21,2024-07-28,SUP_119,6,True,25
PROD_000042,Pixel Phone Elite,Electronics,Smartphones,HP,379.96,4.2,910,True,558,9.78,46x44x25,2021-04-27,SUP_038,12,False,15
PROD_000043,OnePlus Device Max,Electronics,Smartphones,Sony,332.4,4.1,1057,False,64,1.25,47x25x29,2021-01-10,SUP_080,36,True,15
PROD_000044,Galaxy Note Elite,Electronics,Smartphones,Dell,71.1,4.1,4131,True,912,19.22,43x17x4,2021-01-08,SUP_018,12,False,0
PROD_000045,iPhone Pro Pro,Electronics,Smartphones,Apple,1081.18,3.9,586,False,758,11.41,31x12x22,2022-01-15,SUP_099,12,False,0
PROD_000046,Galaxy Note Pro,Electronics,Smartphones,Sony,197.89,4.1,448,True,700,2.5,43x21x5,2023-03-10,SUP_051,24,False,0
PROD_000047,iPhone Pro Standard,Electronics,Smartphones,HP,519.12,4.5,6885,True,274,8.46,19x27x18,2022-02-26,SUP_142,6,True,0
PROD_000048,iPhone Pro Elite,Electronics,Smartphones,Apple,60.95,4.6,1748,False,950,1.27,38x44x9,2021-02-16,SUP_111,6,False,10
PROD_000049,Galaxy Note Pro,Electronics,Smartphones,Canon,1046.37,4.3,1929,False,19,19.37,42x34x20,2022-07-20,SUP_112,6,False,0
PROD_000050,Pixel Phone Standard,Electronics,Smartphones,Canon,168.29,4.3,2174,True,311,1.16,8x35x26,2024-03-12,SUP_112,12,False,0
PROD_000051,OnePlus Device Elite,Electronics,Smartphones,Canon,2507.57,3.4,1513,False,504,4.92,25x24x19,2024-11-10,SUP_065,24,False,0
PROD_000052,OnePlus Device Elite,Electronics,Smartphones,Dell,135.76,4.4,373,False,202,16.88,9x29x26,2023-10-04,SUP_183,24,False,0
PROD_000053,iPhone Pro Plus,Electronics,Smartphones,Apple,187.37,,1268,False,0,17.85,41x38x8,2023-10-02,SUP_152,24,False,20
PROD_000054,Pixel Phone Standard,Electronics,Smartphones,Dell,1128.18,3.1,1973,False,0,0.65,18x46x29,2024-06-03,SUP_123,24,False,0
PROD_000055,Galaxy Note Elite,Electronics,Smartphones,HP,131.21,4.5,2163,True,404,2.27,29x40x2,2024-06-08,SUP_178,36,False,0
PROD_000056,OnePlus Device Pro,Electronics,Smartphones,Dell,77.5,4.6,6026,False,819,5.71,26x27x14,2023-11-02,SUP_176,12,False,0
PROD_000057,Pixel Phone Max,Electronics,Smartphones,Dell,50.0,3.8,1036,True,584,10.29,26x36x24,2024-01-18,SUP_089,6,False,0
PROD_000058,iPhone Pro Max,Electronics,Smartphones,Bose,166.53,4.2,4046,False,253,3.71,48x45x2,2021-04-27,SUP_010,24,True,0
PROD_000059,Galaxy Note Plus,Electronics,Smartphones,Samsung,344.6,4.6,688,True,190,3.24,11x25x15,2021-04-11,SUP_052,36,False,0
PROD_000060,Pixel Phone Standard,Electronics,Smartphones,Canon,575.81,4.8,1148,False,789,2.48,,2023-12-15,SUP_077,24,False,0
PROD_000061,Galaxy Note Standard,Electronics,Smartphones,Apple,1138.68,4.1,1743,False,292,13.25,19x35x9,2023-09-04,SUP_102,36,False,0
PROD_000062,iPhone Pro Pro,Electronics,Smartphones,Apple,80.64,4.1,819,True,293,2.54,38x30x27,2022-11-05,SUP_062,36,False,0
PROD_000063,iPhone Pro Max,Electronics,Smartphones,HP,932.04,4.8,2808,True,787,15.69,11x34x20,2021-02-23,SUP_085,36,False,0
PROD_000064,OnePlus Device Plus,Electronics,Smartphones,Sony,258.45,3.4,2797,False,430,10.97,13x37x16,2023-07-09,SUP_141,24,False,0
PROD_000065,Galaxy Note Elite,Electronics,Smartphones,Bose,193.15,4.4,6629,True,476,7.62,43x33x3,2024-01-06,SUP_182,36,False,0
PROD_000066,Galaxy Note Max,Electronics,Smartphones,Sony,191.21,4.4,7033,False,462,13.72,39x18x24,2023-05-16,SUP_145,6,False,0
PROD_000067,iPhone Pro Pro,Electronics,Smartphones,Sony,320.08,4.3,6572,True,0,17.6,5x49x29,2021-01-02,SUP_045,36,False,0
PROD_000068,Galaxy Note Plus,Electronics,Smartphones,Samsung,339.77,3.8,1254,False,135,16.8,41x28x12,2022-10-10,SUP_176,6,False,0
PROD_000069,Pixel Phone Standard,Electronics,Smartphones,Sony,182.71,3.9,1208,False,468,5.48,27x25x9,2024-12-29,SUP_020,12,False,0
PROD_000070,iPhone Pro Standard,Electronics,Smartphones,Samsung,435.23,4.3,468,True,322,17.02,16x34x9,2021-09-12,SUP_055,6,False,0
PROD_000071,iPhone Pro Pro,Electronics,Smartphones,Apple,245.91,3.0,710,False,284,4.89,32x45x18,2021-05-23,SUP_126,12,False,0
PROD_000072,OnePlus Device Plus,Electronics,Smartphones,HP,243.18,4.4,2868,False,593,17.29,33x16x13,2022-08-21,SUP_001,36,False,0
PROD_000073,Pixel Phone Elite,Electronics,Smartphones,Samsung,810.38,,3019,True,80,8.52,26x39x5,2021-08-09,SUP_058,12,False,0
PROD_000074,iPhone Pro Max,Electronics,Smartphones,Bose,217.05,3.9,108,False,457,3.67,48x7x4,2022-07-23,SUP_120,12,False,0
PROD_000075,Pixel Phone Plus,Electronics,Smartphones,Samsung,749.82,4.2,923,False,82,17.73,32x8x14,2021-01-03,SUP_071,24,False,0
PROD_000076,OnePlus Device Standard,Electronics,Smartphones,Dell,87.95,4.4,3884,True,462,10.93,50x21x17,2022-08-05,SUP_145,24,True,0
PROD_000077,Galaxy Note Max,Electronics,Smartphones,Apple,99.83,4.3,2467,False,74,15.52,21x33x19,2024-06-23,SUP_190,24,False,0
PROD_000078,iPhone Pro Max,Electronics,Smartphones,HP,292.6,4.4,273,True,254,11.8,22x27x17,2021-05-18,SUP_113,6,False,0
PROD_000079,iPhone Pro Standard,Electronics,Smartphones,Apple,165.13,3.9,6674,True,950,9.32,39x28x12,2024-04-30,SUP_080,12,False,0
PROD_000080,Pixel Phone Pro,Electronics,Smartphones,Sony,59.24,4.7,1815,True,135,2.49,44x25x30,2024-01-29,SUP_018,24,False,0
PROD_000081,Galaxy Note Standard,Electronics,Smartphones,Apple,558.55,4.7,4509,True,676,1.04,27x27x13,2023-11-25,SUP_137,36,False,0
PROD_000082,OnePlus Device Pro,Electronics,Smartphones,HP,287.25,4.7,3349,False,287,0.53,23x40x10,2024-07-12,SUP_078,36,True,25
PROD_000083,iPhone Pro Plus,Electronics,Smartphones,Canon,83.88,3.7,5890,True,558,0.68,27x37x2,2023-04-18,SUP_011,12,False,0
PROD_000084,iPhone Pro Standard,Electronics,Smartphones,Bose,80.14,4.2,1435,True,670,14.32,,2022-03-23,SUP_003,6,False,0
PROD_000085,OnePlus Device Pro,Electronics,Smartphones,Sony,1359.98,4.5,729,False,332,10.51,5x43x15,2023-10-06,SUP_085,36,False,15
PROD_000086,Pixel Phone Plus,Electronics,Smartphones,HP,253.57,4.5,3983,True,61,2.37,37x42x28,2023-05-08,SUP_035,36,False,0
PROD_000087,iPhone Pro Elite,Electronics,Smartphones,HP,1000.97,4.7,98,True,370,6.23,31x5x10,2023-08-19,SUP_030,6,False,0
PROD_000088,Galaxy Note Elite,Electronics,Smartphones,Canon,170.21,4.2,1116,False,506,19.02,19x5x5,2023-07-20,SUP_151,6,False,10
PROD_000089,iPhone Pro Elite,Electronics,Smartphones,Apple,218.54,3.2,724,True,531,18.57,8x19x21,2021-03-07,SUP_109,12,False,0
PROD_000090,Pixel Phone Pro,Electronics,Smartphones,Samsung,189.71,3.4,3487,True,0,19.79,14x29x23,2023-05-19,SUP_171,6,False,10
PROD_000091,OnePlus Device Plus,Electronics,Smartphones,Bose,50.0,4.4,2160,False,932,0.34,44x42x9,2024-05-21,SUP_162,24,False,15
PROD_000092,Pixel Phone Max,Electronics,Smartphones,Apple,602.65,4.8,6183,False,99,11.73,50x15x19,2023-09-01,SUP_140,12,False,0
PROD_000093,OnePlus Device Elite,Electronics,Smartphones,Bose,215.4,4.0,523,True,529,15.3,17x27x16,2024-04-04,SUP_116,6,False,0
PROD_000094,OnePlus Device Max,Electronics,Smartphones,Samsung,158.47,3.9,1138,True,680,15.94,47x10x29,2021-07-27,SUP_088,36,False,5
PROD_000095,OnePlus Device Standard,Electronics,Smartphones,Canon,228.52,4.7,1354,True,492,17.11,31x20x3,2022-11-25,SUP_082,24,False,0
PROD_000096,OnePlus Device Max,Electronics,Smartphones,Bose,159.71,,813,True,359,0.56,25x39x17,2023-02-02,SUP_132,24,False,15
PROD_000097,OnePlus Device Elite,Electronics,Smartphones,Apple,410.32,4.4,5295,False,0,13.83,40x42x24,2022-10-30,SUP_122,12,False,0
PROD_000098,OnePlus Device Max,Electronics,Smartphones,Bose,50.0,4.9,1203,True,884,15.26,30x16x13,2022-07-02,SUP_182,36,False,0
PROD_000099,OnePlus Device Standard,Electronics,Smartphones,Sony,197.9,4.1,2563,False,87,10.86,36x29x30,2022-03-10,SUP_038,6,False,0
PROD_000100,OnePlus Device Plus,Electronics,Smartphones,Dell,419.78,4.8,1141,True,116,8.22,41x27x14,2022-03-24,SUP_109,6,False,5
PROD_000101,iPhone Pro Standard,Electronics,Smartphones,HP,243.71,4.2,1419,False,62,2.2,12x35x2,2024-03-18,SUP_006,36,False,5
PROD_000102,iPhone Pro Pro,Electronics,Smartphones,Samsung,151.36,4.9,5811,False,652,4.85,22x5x10,2022-02-23,SUP_013,6,False,0
PROD_000103,iPhone Pro Standard,Electronics,Smartphones,Apple,476.64,4.0,1538,False,240,8.51,46x37x25,2023-05-24,SUP_073,12,False,0
PROD_000104,Pixel Phone Standard,Electronics,Smartphones,Samsung,1605.95,2.6,500,True,486,16.94,7x25x2,2021-12-15,SUP_088,36,False,0
PROD_000105,Galaxy Note Elite,Electronics,Smartphones,Apple,269.96,4.8,217,True,802,8.65,32x47x7,2024-03-29,SUP_001,24,False,20
PROD_000106,iPhone Pro Plus,Electronics,Smartphones,HP,891.85,4.3,1020,False,729,18.02,30x45x6,2021-03-08,SUP_003,36,False,0
PROD_000107,Galaxy Note Standard,Electronics,Smartphones,HP,315.12,3.8,2565,True,998,13.56,14x31x4,2021-10-03,SUP_048,6,True,0
PROD_000108,Galaxy Note Plus,Electronics,Smartphones,HP,279.89,4.0,2990,True,300,5.92,18x16x26,2021-01-25,SUP_137,6,False,15
PROD_000109,iPhone Pro Pro,Electronics,Smartphones,Dell,126.6,3.1,734,False,18,6.89,22x28x14,2022-03-31,SUP_104,36,False,0
PROD_000110,iPhone Pro Pro,Electronics,Smartphones,Sony,909.4,4.9,93,True,108,8.27,38x34x24,2022-09-17,SUP_072,6,False,0
PROD_000111,iPhone Pro Pro,Electronics,Smartphones,Bose,1462.27,4.0,2738,False,953,12.4,30x11x25,2023-04-20,SUP_097,12,False,0
PROD_000112,Pixel Phone Standard,Electronics,Smartphones,Sony,292.15,3.1,2237,False,489,15.3,22x46x30,2022-02-14,SUP_104,24,False,0
PROD_000113,Pixel Phone Pro,Electronics,Smartphones,Samsung,61.28,4.5,1954,False,713,9.09,10x38x22,2021-09-29,SUP_194,36,False,0
PROD_000114,Galaxy Note Elite,Electronics,Smartphones,Dell,105.65,4.8,3831,False,0,4.67,14x15x5,2022-05-03,SUP_001,12,False,0
PROD_000115,iPhone Pro Standard,Electronics,Smartphones,Samsung,453.96,4.6,5612,False,228,17.89,22x39x22,2023-03-16,SUP_094,6,False,25
PROD_000116,Galaxy Note Pro,Electronics,Smartphones,Samsung,1090.5,4.8,398,True,591,3.4,35x44x26,2024-07-06,SUP_118,6,False,0
PROD_000117,Galaxy Note Standard,Electronics,Smartphones,Dell,362.16,4.8,255,True,912,1.8,47x6x15,2024-06-25,SUP_014,24,False,0
PROD_000118,OnePlus Device Elite,Electronics,Smartphones,Dell,905.84,4.4,2915,True,417,0.68,25x34x22,2024-01-11,SUP_064,24,False,15
PROD_000119,Pixel Phone Elite,Electronics,Smartphones,Samsung,185.5,4.6,5292,False,353,0.24,8x12x14,2021-11-14,SUP_164,24,False,0
PROD_000120,OnePlus Device Pro,Electronics,Smartphones,Samsung,181.28,4.4,395,False,365,1.58,10x48x6,2023-09-09,SUP_177,24,False,0
PROD_000121,iPhone Pro Max,Electronics,Smartphones,Bose,540.08,4.7,2290,True,941,13.85,38x39x10,2023-08-07,SUP_167,36,False,0
PROD_000122,Galaxy Note Max,Electronics,Smartphones,HP,988.07,3.8,351,True,879,16.76,32x42x20,2021-11-24,SUP_139,36,False,0
PROD_000123,Galaxy Note Plus,Electronics,Smartphones,Canon,325.15,4.7,1165,True,0,10.23,31x14x6,2022-06-02,SUP_191,12,False,0
PROD_000124,OnePlus Device Max,Electronics,Smartphones,Dell,55.11,3.6,5690,False,705,17.82,21x33x17,2024-08-29,SUP_077,12,False,0
PROD_000125,Galaxy Note Pro,Electronics,Smartphones,HP,937.61,3.8,718,True,33,9.35,44x35x23,2022-06-10,SUP_021,12,False,20
PROD_000126,iPhone Pro Pro,Electronics,Smartphones,Sony,131.57,4.9,420,False,646,16.78,28x26x22,2021-03-28,SUP_069,6,False,15
PROD_000127,OnePlus Device Pro,Electronics,Smartphones,Canon,273.68,4.8,2364,True,630,2.92,23x9x30,2022-04-29,SUP_066,12,False,0
PROD_000128,Pixel Phone Max,Electronics,Smartphones,Dell,878.77,4.2,2384,True,368,13.74,45x7x10,2024-07-07,SUP_132,36,True,0
PROD_000129,OnePlus Device Max,Electronics,Smartphones,Bose,263.46,4.8,1180,True,0,3.4,46x32x12,2023-09-19,SUP_006,12,False,0
PROD_000130,Galaxy Note Pro,Electronics,Smartphones,Canon,709.86,4.0,2036,False,242,16.95,43x38x10,2021-12-21,SUP_125,6,False,0
PROD_000131,Galaxy Note Plus,Electronics,Smartphones,Dell,539.45,4.2,1624,True,20,11.34,34x11x15,2021-01-14,SUP_100,6,False,0
PROD_000132,iPhone Pro Standard,Electronics,Smartphones,HP,229.51,4.6,4994,True,153,19.54,8x27x27,2021-07-19,SUP_059,12,False,10
PROD_000133,iPhone Pro Elite,Electronics,Smartphones,Canon,78.87,3.7,1188,False,477,14.89,35x14x3,2024-09-18,SUP_068,6,False,0
PROD_000134,iPhone Pro Plus,Electronics,Smartphones,Sony,166.15,4.6,478,True,849,18.7,41x5x29,2022-05-31,SUP_087,36,False,10
PROD_000135,Pixel Phone Standard,Electronics,Smartphones,Apple,160.91,4.5,792,True,126,5.4,39x38x7,2024-03-22,SUP_080,36,False,20
PROD_000136,Pixel Phone Plus,Electronics,Smartphones,Apple,99.8,3.6,3580,True,917,11.85,46x23x6,2023-06-01,SUP_180,36,False,0
PROD_000137,iPhone Pro Max,Electronics,Smartphones,Sony,73.27,4.5,9024,True,0,17.11,42x26x9,2021-10-08,SUP_071,36,False,0
PROD_000138,OnePlus Device Standard,Electronics,Smartphones,Canon,121.05,,3051,True,297,13.07,,2022-08-11,SUP_062,36,False,0
PROD_000139,Galaxy Note Standard,Electronics,Smartphones,Canon,50.0,4.2,5656,True,375,8.97,45x27x2,2024-03-04,SUP_057,36,False,0
PROD_000140,Galaxy Note Standard,Electronics,Smartphones,Sony,227.5,3.9,312,True,445,15.42,8x35x16,2023-10-18,SUP_175,12,False,0
PROD_000141,OnePlus Device Max,Electronics,Smartphones,Sony,284.35,4.1,523,True,766,16.15,48x29x6,2022-01-15,SUP_056,36,False,0
PROD_000142,iPhone Pro Elite,Electronics,Smartphones,Bose,787.48,4.6,1078,True,194,6.51,34x40x23,2021-08-13,SUP_011,12,False,0
PROD_000143,iPhone Pro Pro,Electronics,Smartphones,Sony,1815.65,4.4,177,True,73,11.28,34x36x21,2024-07-07,SUP_017,12,False,0
PROD_000144,OnePlus Device Standard,Electronics,Smartphones,Samsung,181.49,4.6,8169,True,783,10.53,47x9x6,2023-02-26,SUP_026,24,True,15
PROD_000145,iPhone Pro Elite,Electronics,Smartphones,Samsung,340.59,4.6,3472,False,23,14.72,27x5x8,2023-03-13,SUP_077,36,False,15
PROD_000146,iPhone Pro Plus,Electronics,Smartphones,Samsung,540.13,4.5,3281,True,538,10.09,8x7x20,2022-11-15,SUP_147,6,False,0
PROD_000147,Pixel Phone Max,Electronics,Smartphones,HP,115.1,4.3,242,False,900,19.93,26x7x24,2023-12-30,SUP_114,6,False,0
PROD_000148,OnePlus Device Plus,Electronics,Smartphones,HP,811.53,4.3,3198,True,58,4.54,31x28x17,2023-01-25,SUP_018,36,False,0
PROD_000149,OnePlus Device Plus,Electronics,Smartphones,Samsung,562.43,4.5,1177,False,460,15.8,25x40x28,2023-05-26,SUP_063,36,False,10
PROD_000150,Pixel Phone Standard,Electronics,Smartphones,Canon,50.0,4.4,3212,True,0,14.9,,2022-03-31,SUP_142,36,False,15
PROD_000151,iPhone Pro Max,Electronics,Smartphones,Sony,65.88,4.2,7141,False,760,16.62,,2024-03-08,SUP_185,24,False,0
PROD_000152,Pixel Phone Max,Electronics,Smartphones,Dell,276.27,4.6,240,False,237,8.87,15x12x8,2021-03-13,SUP_120,24,False,10
PROD_000153,iPhone Pro Pro,Electronics,Smartphones,Sony,418.84,4.7,2966,False,20,16.64,,2024-06-13,SUP_070,6,False,0
PROD_000154,iPhone Pro Plus,Electronics,Smartphones,Sony,168.5,2.8,3554,True,900,13.06,48x11x21,2023-06-01,SUP_015,6,False,0
PROD_000155,Galaxy Note Standard,Electronics,Smartphones,Apple,120.32,4.2,3746,True,0,10.93,43x28x27,2022-07-25,SUP_136,24,False,20
PROD_000156,Pixel Phone Plus,Electronics,Smartphones,Bose,59.0,4.1,960,True,686,13.1,33x7x30,2024-01-28,SUP_038,24,False,0
PROD_000157,Galaxy Note Pro,Electronics,Smartphones,Apple,439.57,4.0,973,True,231,15.85,26x21x10,2021-04-25,SUP_127,6,False,0
PROD_000158,Galaxy Note Max,Electronics,Smartphones,Sony,352.9,4.9,583,True,984,6.25,,2023-11-01,SUP_028,12,False,0
PROD_000159,iPhone Pro Elite,Electronics,Smartphones,Canon,229.67,3.5,4197,True,285,1.35,22x33x15,2024-01-21,SUP_177,24,False,10
PROD_000160,OnePlus Device Max,Electronics,Smartphones,Samsung,83.71,4.9,6712,True,832,16.18,43x42x20,2023-10-11,SUP_193,36,False,0
PROD_000161,iPhone Pro Max,Electronics,Smartphones,Dell,263.02,4.3,1760,False,572,18.52,50x19x17,2022-12-06,SUP_107,12,True,0
PROD_000162,OnePlus Device Plus,Electronics,Smartphones,Bose,900.27,4.4,481,True,92,1.91,50x48x26,2024-11-06,SUP_188,6,False,10
PROD_000163,OnePlus Device Standard,Electronics,Smartphones,HP,194.73,4.6,558,True,214,18.58,34x43x14,2024-06-20,SUP_102,24,False,0
PROD_000164,OnePlus Device Plus,Electronics,Smartphones,Canon,655.1,3.9,493,True,901,10.63,22x20x9,2024-02-20,SUP_067,24,False,25
PROD_000165,Galaxy Note Max,Electronics,Smartphones,Dell,126.23,4.1,766,True,889,10.03,49x21x25,2022-07-03,SUP_017,24,False,0
PROD_000166,OnePlus Device Elite,Electronics,Smartphones,Sony,94.3,3.5,5436,True,755,18.98,46x5x15,2021-04-24,SUP_148,12,True,15
PROD_000167,Galaxy Note Max,Electronics,Smartphones,Canon,144.63,4.1,1466,False,449,5.5,24x15x14,2021-07-17,SUP_059,12,False,0
PROD_000168,iPhone Pro Max,Electronics,Smartphones,Bose,50.0,4.6,805,True,769,2.33,14x9x14,2022-09-30,SUP_077,24,False,0
PROD_000169,iPhone Pro Pro,Electronics,Smartphones,Sony,281.12,3.4,54,False,369,13.19,31x14x12,2022-12-23,SUP_189,24,False,0
PROD_000170,Pixel Phone Elite,Electronics,Smartphones,Canon,393.62,3.8,436,False,0,16.45,24x6x26,2022-12-09,SUP_158,36,True,0
PROD_000171,OnePlus Device Standard,Electronics,Smartphones,Dell,99.11,4.5,3562,False,265,14.41,5x18x8,2022-05-26,SUP_095,36,True,5
PROD_000172,Pixel Phone Elite,Electronics,Smartphones,Samsung,837.86,4.2,4522,False,741,16.58,35x12x21,2022-05-03,SUP_036,36,False,0
PROD_000173,OnePlus Device Elite,Electronics,Smartphones,Dell,57.05,3.4,4802,True,522,7.83,39x33x4,2023-12-29,SUP_108,6,False,0
PROD_000174,Pixel Phone Max,Electronics,Smartphones,Apple,320.93,3.9,1249,True,460,0.1,16x33x8,2022-03-18,SUP_014,12,False,0
PROD_000175,Galaxy Note Elite,Electronics,Smartphones,Canon,50.0,4.7,259,True,101,19.83,43x15x30,2022-10-22,SUP_033,24,False,0
PROD_000176,Galaxy Note Pro,Electronics,Smartphones,HP,3000.0,,1396,False,623,13.07,,2021-11-13,SUP_084,36,False,25
PROD_000177,Galaxy Note Pro,Electronics,Smartphones,Sony,147.05,4.5,1041,True,0,10.66,,2024-11-13,SUP_195,24,False,15
PROD_000178,Pixel Phone Standard,Electronics,Smartphones,Apple,325.87,3.9,214,True,565,17.03,30x30x27,2023-01-19,SUP_053,24,False,0
PROD_000179,iPhone Pro Pro,Electronics,Smartphones,HP,148.05,4.7,5734,False,416,17.39,45x12x3,2022-11-17,SUP_090,6,True,0
PROD_000180,Galaxy Note Max,Electronics,Smartphones,Apple,905.07,4.2,8451,True,739,8.62,40x27x27,2022-05-10,SUP_019,36,False,0
PROD_000181,OnePlus Device Plus,Electronics,Smartphones,Sony,3000.0,4.8,977,False,982,1.81,6x24x6,2023-01-22,SUP_011,24,False,0
